MN185331|Guadeloupe_Aedes_aegypti_T961|NA|2016|Mosquito|Guadeloupe|Asian|Zika_virus	2016
KU820898|GZ01|NA|2016_02_14|Human|China|Asian|Zika_virus	2016-02-14
KJ776791|H/PF/2013|NA|2013_11_28|Human|French_Polynesia|Asian|Zika_virus	2013-11-28
MN566104|Haiti/0011/2016|NA|2016_05_31|Human|Haiti|Asian|Zika_virus	2016-05-31
KY415986|Haiti/0029/2014|NA|2014_05_29|Human|Haiti|Asian|Zika_virus	2014-05-29
KY415987|Haiti/0033/2014|NA|2014_05_29|Human|Haiti|Asian|Zika_virus	2014-05-29
KY415990|Haiti/0036/2014|NA|2014_06_02|Human|Haiti|Asian|Zika_virus	2014-06-02
KY415988|Haiti/0054/2014|NA|2014_06_05|Human|Haiti|Asian|Zika_virus	2014-06-05
KY415989|Haiti/0074/2014|NA|2014_06_10|Human|Haiti|Asian|Zika_virus	2014-06-10
KY415991|Haiti/0097/2014|NA|2014_06_24|Human|Haiti|Asian|Zika_virus	2014-06-24
MN577544|Haiti/0148/2016|NA|2016_06_01|Human|Haiti|Asian|Zika_virus	2016-06-01
MN566107|Haiti/0165/2016|NA|2016_05_31|Human|Haiti|Asian|Zika_virus	2016-05-31
MN566105|Haiti/0375/2016|NA|2016_05_31|Human|Haiti|Asian|Zika_virus	2016-05-31
MN566106|Haiti/0395/2016|NA|2016_05_31|Human|Haiti|Asian|Zika_virus	2016-05-31
MN566108|Haiti/0866/2016|NA|2016_05_31|Human|Haiti|Asian|Zika_virus	2016-05-31
KX051563|Haiti/1/2016|NA|2016_02_05|Human|USA|Asian|Zika_virus	2016-02-05
KU509998|Haiti/1225/2014|NA|2014_12_12|Human|Haiti|Asian|Zika_virus	2014-12-12
MN577543|Haiti/1327/2014|NA|2014_12_11|Human|Haiti|Asian|Zika_virus	2014-12-11
KX269878|Haiti/2016/PD|NA|2016_02_01|Human|Italy|Asian|Zika_virus	2016-02-01
MF593625|Henan/001/2016|NA|2016_09_14|Human|China|Asian|Zika_virus	2016-09-14
KY328289|HN16|NA|2016_05|Human|Honduras|Asian|Zika_virus	2016-05
KX520666|HS_2015_BA_01|NA|2015_08|Human|Brazil|Asian|Zika_virus	2015-08
KU179098|JMB_185|NA|2014_12_30|Human|Indonesia|Asian|Zika_virus	2014-12-30
MK696551|JXLHS1807|NA|2018_07|NA|China|Asian|Zika_virus	2018-07
MF988743|MB16_23|NA|2016_09_01|Mosquito|USA|Asian|Zika_virus	2016-09-01
KU922923|MEX/InDRE/Lm/2016|NA|2016_02_25|Human|Mexico|Asian|Zika_virus	2016-02-25
KU922960|MEX/InDRE/Sm/2016|NA|2016_02_25|Human|Mexico|Asian|Zika_virus	2016-02-25
KY606272|mex07/Mexico/2016|NA|2016_08_05|Human|Mexico|Asian|Zika_virus	2016-08-05
KY606274|mex39/Mexico/2016|NA|2016_07_07|Human|Mexico|Asian|Zika_virus	2016-07-07
KY606273|mex48/Mexico/2016|NA|2016_06_30|Human|Mexico|Asian|Zika_virus	2016-06-30
KY120349|MEX_CIENI551|NA|2016_03_03|Human|Mexico|Asian|Zika_virus	2016-03-03
KY120348|MEX_CIENI551P4|NA|2016_03_03|Human|Mexico|Asian|Zika_virus	2016-03-03
KY631493|MEX_ENCB165|NA|2015_10_15|Human|Mexico|Asian|Zika_virus	2015-10-15
KX247632|MEX_I_7|NA|2015_11|Mosquito|Mexico|Asian|Zika_virus	2015-11
MF098771|Mexico_Rus_12TVR_2017|NA|2017_01_30|Human|Russia|Asian|Zika_virus	2017-01-30
MF384325|mosquito/Haiti/1682/2016|NA|2016_05_17|Mosquito|Haiti|Asian|Zika_virus	2016-05-17
KY288905|MP1751|NA|1962_11|Mosquito|Uganda|East_African|Zika_virus	1962-11
KU720415|MR_766|NA|1947|Unknown|Uganda|East_African|Zika_virus	1947
KY989511|MR_766|NA|1947|Unknown|Uganda|East_African|Zika_virus	1947
KX377335|MR_766|NA|1947_04|Monkey|Uganda|East_African|Zika_virus	1947-04
MK105975|MR766|NA|2016_06_14|Monkey|Uganda|East_African|Zika_virus	2016-06-14
KU647676|MRS_OPY_Martinique_PaRi_2015|NA|2015_12|Human|Martinique|Asian|Zika_virus	2015-12
KU527068|Natal_RGN|NA|2015|Human|Brazil|Asian|Zika_virus	2015
NC_035889|Natal_RGN|NA|2015|Human|Brazil|Asian|Zika_virus	2015
KX421195|Nica1_16|NA|2016_01_19|Human|Nicaragua|Asian|Zika_virus	2016-01-19
KX421194|Nica2_16|NA|2016_01_13|Human|Nicaragua|Asian|Zika_virus	2016-01-13
KX377336|P6_740|NA|1966_07|Mosquito|Malaysia|Asian|Zika_virus	1966-07
KX280026|Paraiba_01|NA|2015|Human|Brazil|Asian|Zika_virus	2015
MF352141|PE243|NA|2015_05_13|Human|Brazil|Asian|Zika_virus	2015-05-13
KX369547|PF13/251013_18|NA|2013_10_25|Human|French_Polynesia|Asian|Zika_virus	2013-10-25
KY766069|PF13/251013_18|NA|2013_10_25|Human|French_Polynesia|Asian|Zika_virus	2013-10-25
MG827392|PF13/251013_18|NA|2013_10_25|Human|French_Polynesia|Asian|Zika_virus	2013-10-25
KX673530|PHE_semen_Guadeloupe|NA|2016_04_21|Unknown|United_Kingdom|Asian|Zika_virus	2016-04-21
KX377337|PRVABC_59|NA|2015_12|Human|Puerto_Rico|Asian|Zika_virus	2015-12
KU501215|PRVABC59|NA|2015_12_01|Human|Puerto_Rico|NA|Zika_virus	2015-12-01
MH158237|PRVABC59|NA|2015|Human|Puerto_Rico|Asian|Zika_virus	2015
MK713748|PRVABC59|NA|2015_12_01|Human|Puerto_Rico|Asian|Zika_virus	2015-12-01
MH675629|QTX_02|NA|2016_08|Human|Puerto_Rico|Asian|Zika_virus	2016-08
MH675630|QTX_04|NA|2016_09|Human|USA|Asian|Zika_virus	2016-09
KX766028|R114916|NA|2016_06_06|Human|Dominican_Republic|Asian|Zika_virus	2016-06-06
KX766029|R116265|NA|2016_06_23|Human|Mexico|Asian|Zika_virus	2016-06-23
KY272991|RIO_BM1|NA|2016_02_12|Human|Brazil|Asian|Zika_virus	2016-02-12
KU926310|Rio_S1|NA|2016_01_29|Human|Brazil|Asian|Zika_virus	2016-01-29
KU926309|Rio_U1|NA|2016_01_14|Human|Brazil|Asian|Zika_virus	2016-01-14
MF988734|SG_EHI_ZIKV/33164Y17|NA|2017_08|Human|Singapore|Asian|Zika_virus	2017-08
KY272987|SI_BKK01|NA|2016_08_30|Human|Thailand|Asian|Zika_virus	2016-08-30
MF996804|SI_BKK02|NA|2017_08_07|Human|Thailand|Asian|Zika_virus	2017-08-07
MG807646|SI_BKK05|NA|2016_11_11|Human|Thailand|Asian|Zika_virus	2016-11-11
MG807647|SI_BKK06|NA|2017_09_07|Human|Thailand|Asian|Zika_virus	2017-09-07
KX051560|SK364/13AS|NA|2013_07_09|Human|Thailand|Asian|Zika_virus	2013-07-09
KX051561|SK403/13AS|NA|2013_09_21|Human|Thailand|Asian|Zika_virus	2013-09-21
KY348640|SL1602|NA|2016_01_22|Human|Suriname|Asian|Zika_virus	2016-01-22
KU707826|SSABR1|NA|2015_07_01|Human|Brazil|Asian|Zika_virus	2015-07-01
KX051562|SV0010/15|NA|2015_01_16|Human|Thailand|Asian|Zika_virus	2015-01-16
KY967711|SY01_2016|NA|2016_11_01|Human|China|Asian|Zika_virus	2016-11-01
KU963796|SZ_WIV01|NA|2016|Human|China|Asian|Zika_virus	2016
MH055376|SZ_WIV01|NA|2016|Unknown|China|Asian|Zika_virus	2016
KY126351|Thailand/1605aTw|NA|2016_05|Human|Taiwan|Asian|Zika_virus	2016-05
MF692778|Thailand/1610acTw|NA|2016_10|Human|Taiwan|Asian|Zika_virus	2016-10
KX806557|TS17_2016|NA|2016_02|Human|Australia|Asian|Zika_virus	2016-02
KU744693|VE_Ganxian|NA|2016_02_06|Human|China|Asian|Zika_virus	2016-02-06
MN190155|Yunnan/01/2019|NA|2019_07_02|Human|China|Asian|Zika_virus	2019-07-02
KU312312|Z1106033|NA|2015_10_02|Human|Suriname|NA|Zika_virus	2015-10-02
KU955589|Z16006|NA|2016_02_16|Human|China|Asian|Zika_virus	2016-02-16
KU955590|Z16019|NA|2016_02_26|Human|China|Asian|Zika_virus	2016-02-26
KX117076|Zhejiang04|NA|2016_02_17|Human|China|Asian|Zika_virus	2016-02-17
KY014324|Zika_virus/A.aegypti_wt/USA/2016/FL_01_MOS|NA|2016_08_22|Mosquito|USA|Asian|Zika_virus	2016-08-22
KY014323|Zika_virus/A.aegypti_wt/USA/2016/FL_02_MOS|NA|2016_08_23|Mosquito|USA|Asian|Zika_virus	2016-08-23
KY014322|Zika_virus/A.aegypti_wt/USA/2016/FL_03_MOS|NA|2016_08_23|Mosquito|USA|Asian|Zika_virus	2016-08-23
KY014299|Zika_virus/A.aegypti_wt/USA/2016/FL_04_MOS|NA|2016_09_04|Mosquito|USA|Asian|Zika_virus	2016-09-04
KY785422|Zika_virus/A.aegypti_wt/USA/2016/FL_05_MOS|NA|2016_09_09|Mosquito|USA|Asian|Zika_virus	2016-09-09
KY785472|Zika_virus/A.aegypti_wt/USA/2016/FL_06_MOS|NA|2016_09_20|Mosquito|USA|Asian|Zika_virus	2016-09-20
KY785468|Zika_virus/A.aegypti_wt/USA/2016/FL_08_MOS|NA|2016_10_05|Mosquito|USA|Asian|Zika_virus	2016-10-05
KU955591|Zika_virus/A.africanus_tc/SEN/1984/41525_DAK|NA|1984_11_20|Mosquito|Senegal|West_African|Zika_virus	1984-11-20
MK028860|Zika_virus/A.africanus_tc/Senegal/1984/DAK_AR_41524|NA|1984|Mosquito|Senegal|West_African|Zika_virus	1984
KU955592|Zika_virus/A.taylori_tc/SEN/1984/41662_DAK|NA|1984_12_06|Mosquito|Senegal|West_African|Zika_virus	1984-12-06
KU955595|Zika_virus/A.taylori_tc/SEN/1984/41671_DAK|NA|1984_12_14|Mosquito|Senegal|West_African|Zika_virus	1984-12-14
MF510857|Zika_virus/Aedes_taylori/Senegal/1984/DakAr41667|NA|1984_06_12|Mosquito|Senegal|West_African|Zika_virus	1984-06-12
KX185891|Zika_virus/CN/SZ02/2016|NA|2016_02_17|Human|China|Asian|Zika_virus	2016-02-17
KX056898|Zika_virus/GZ02/2016|NA|2016_02_25|Human|China|Asian|Zika_virus	2016-02-25
KU955593|Zika_virus/H.sapiens_tc/KHM/2010/FSS13025|NA|2010|Human|Cambodia|Asian|Zika_virus	2010
MK028858|Zika_virus/H.sapiens_tc/Panama/2015/259249|NA|2015|Human|Panama|Asian|Zika_virus	2015
MK028861|Zika_virus/H.sapiens_tc/Panama/2015/259359|NA|2015|Human|Panama|Asian|Zika_virus	2015
MK028859|Zika_virus/H.sapiens_tc/Panama/2015/259364|NA|2015|Human|Panama|Asian|Zika_virus	2015
KU681082|Zika_virus/H.sapiens_tc/PHL/2012/CPC_0740|NA|2012_05_09|Human|Philippines|Asian|Zika_virus	2012-05-09
MK028857|Zika_virus/H.sapiens_tc/Puerto_Rico/2015/PRVABC59|NA|2015|Human|Puerto_Rico|Asian|Zika_virus	2015
KU681081|Zika_virus/H.sapiens_tc/THA/2014/SV0127__14|NA|2014_07_19|Human|Thailand|Asian|Zika_virus	2014-07-19
KY014308|Zika_virus/H.sapiens_wt/BRA/2016/FC_5905_SER|NA|2016_03_23|Human|Brazil|Asian|Zika_virus	2016-03-23
KY785410|Zika_virus/H.sapiens_wt/BRA/2016/FC_6418_SER|NA|2016_03_27|Human|Brazil|Asian|Zika_virus	2016-03-27
KY014313|Zika_virus/H.sapiens_wt/BRA/2016/FC_6696_SER|NA|2016_04_05|Human|Brazil|Asian|Zika_virus	2016-04-05
KY785439|Zika_virus/H.sapiens_wt/BRA/2016/FC_6703_SER|NA|2016_04_08|Human|Brazil|Asian|Zika_virus	2016-04-08
KY785433|Zika_virus/H.sapiens_wt/BRA/2016/FC_6706_SER|NA|2016_04_08|Human|Brazil|Asian|Zika_virus	2016-04-08
KY785450|Zika_virus/H.sapiens_wt/BRA/2016/FC_6863_SER|NA|2016_04_12|Human|Brazil|Asian|Zika_virus	2016-04-12
KY014297|Zika_virus/H.sapiens_wt/BRA/2016/FC_6864_URI|NA|2016_04_12|Human|Brazil|Asian|Zika_virus	2016-04-12
KY014301|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ107D1_URI|NA|2016_04_13|Human|Brazil|Asian|Zika_virus	2016-04-13
KY785429|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ116D1_PLA|NA|2016_04_14|Human|Brazil|Asian|Zika_virus	2016-04-14
KY785456|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ122D1_PLA|NA|2016_04_15|Human|Brazil|Asian|Zika_virus	2016-04-15
KY014296|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ131D1_URI|NA|2016_04_18|Human|Brazil|Asian|Zika_virus	2016-04-18
KY014317|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ28D1_URI|NA|2016_03_21|Human|Brazil|Asian|Zika_virus	2016-03-21
KY014320|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ42D1_URI|NA|2016_03_23|Human|Brazil|Asian|Zika_virus	2016-03-23
KY014307|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ49D1_PLA|NA|2016_03_28|Human|Brazil|Asian|Zika_virus	2016-03-28
KY785427|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ58D1_PLA|NA|2016_03_30|Human|Brazil|Asian|Zika_virus	2016-03-30
KY785437|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ5D1_URI|NA|2016_03_14|Human|Brazil|Asian|Zika_virus	2016-03-14
KY785479|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ60D1_URI|NA|2016_03_30|Human|Brazil|Asian|Zika_virus	2016-03-30
KY785455|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ62D2_URI|NA|2016_04_06|Human|Brazil|Asian|Zika_virus	2016-04-06
KY785426|Zika_virus/H.sapiens_wt/BRA/2016/FC_DQ75D1_URI|NA|2016_04_04|Human|Brazil|Asian|Zika_virus	2016-04-04
MH882527|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Asem_2016_04_26|NA|2016_04_26|Human|Brazil|Asian|Zika_virus	2016-04-26
MH882528|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Auri_2016_04_26|NA|2016_04_26|Human|Brazil|Asian|Zika_virus	2016-04-26
MH882529|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Bsem_2016_05_03|NA|2016_05_03|Human|Brazil|Asian|Zika_virus	2016-05-03
MH882530|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Csem_2016_05_10|NA|2016_05_10|Human|Brazil|Asian|Zika_virus	2016-05-10
MH882531|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Dsem_2016_05_17|NA|2016_05_17|Human|Brazil|Asian|Zika_virus	2016-05-17
MH882532|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Esem_2016_05_24|NA|2016_05_24|Human|Brazil|Asian|Zika_virus	2016-05-24
MH882533|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Fsem_2016_05_31|NA|2016_06_03|Human|Brazil|Asian|Zika_virus	2016-06-03
MH882534|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Gsem_2016_06_08|NA|2016_06_08|Human|Brazil|Asian|Zika_virus	2016-06-08
MH882535|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Hsem_2016_06_16|NA|2016_06_16|Human|Brazil|Asian|Zika_virus	2016-06-16
MH882536|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Jsem_2016_06_28|NA|2016_06_28|Human|Brazil|Asian|Zika_virus	2016-06-28
MH882538|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Lsem_2016_07_12|NA|2016_07_12|Human|Brazil|Asian|Zika_virus	2016-07-12
MH882539|Zika_virus/H.sapiens_wt/BRA/2016/ZKV17Msem_2016_07_19|NA|2016_07_19|Human|Brazil|Asian|Zika_virus	2016-07-19
